discord_ID,vrchat_account,vrchat_name
396814397684711424,https://vrchat.com/home/user/usr_10c299ac-d535-4450-943b-4d04fedea932,Lenovia
396814397684711424,https://vrchat.com/home/user/usr_0419fc8a-ebc4-4e38-9f9f-aa2a5173a312,Bumpy Cat
